featureId,featurename,project,category,sub_category,data_type,description,status,source,owner
1,isValidForModel,WPO,,,,,,,
2,EngagementValue7dWStatCount,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
3,EngagementValue7dWStatSum,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
4,EngagementValue7dWStatStdev,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
5,EngagementValue7dWStatAvg,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
6,EngagementValue7dWStatMin,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
7,EngagementValue7dWStatMax,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
8,CorePageView7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
9,CorePageView7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
10,CorePageView7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
11,CorePageView7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
12,CorePageView7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
13,CorePageView7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
14,PageView7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
15,PageView7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
16,PageView7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
17,PageView7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
18,PageView7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
19,PageView7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
20,OnsiteNavClick7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
21,OnsiteNavClick7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
22,OnsiteNavClick7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
23,OnsiteNavClick7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
24,OnsiteNavClick7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
25,OnsiteNavClick7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
26,OffsiteNavClick7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
27,OffsiteNavClick7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
28,OffsiteNavClick7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
29,OffsiteNavClick7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
30,OffsiteNavClick7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
31,OffsiteNavClick7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
32,OtherNavClick7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
33,OtherNavClick7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
34,OtherNavClick7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
35,OtherNavClick7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
36,OtherNavClick7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
37,OtherNavClick7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
38,NonNavClick7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
39,NonNavClick7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
40,NonNavClick7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
41,NonNavClick7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
42,NonNavClick7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
43,NonNavClick7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
44,Scroll7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
45,Scroll7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
46,Scroll7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
47,Scroll7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
48,Scroll7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
49,Scroll7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
50,Search7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
51,Search7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
52,Search7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
53,Search7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
54,Search7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
55,Search7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
56,Share7dWStatCount,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
57,Share7dWStatSum,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
58,Share7dWStatStdev,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
59,Share7dWStatAvg,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
60,Share7dWStatMin,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
61,Share7dWStatMax,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
62,Submit7dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
63,Submit7dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
64,Submit7dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
65,Submit7dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
66,Submit7dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
67,Submit7dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
68,HourOfDay7dWDistrCount,WPO,,,,,,,
69,HourOfDay7dWDistrStdev,WPO,,,,,,,
70,HourOfDay7dWDistrEntropy,WPO,,,,,,,
71,HourOfDay7dWDistrVect0,WPO,,,,,,,
72,HourOfDay7dWDistrVect1,WPO,,,,,,,
73,HourOfDay7dWDistrVect2,WPO,,,,,,,
74,HourOfDay7dWDistrVect3,WPO,,,,,,,
75,HourOfDay7dWDistrVect4,WPO,,,,,,,
76,HourOfDay7dWDistrVect5,WPO,,,,,,,
77,HourOfDay7dWDistrVect6,WPO,,,,,,,
78,HourOfDay7dWDistrVect7,WPO,,,,,,,
79,HourOfDay7dWDistrVect8,WPO,,,,,,,
80,HourOfDay7dWDistrVect9,WPO,,,,,,,
81,HourOfDay7dWDistrVect10,WPO,,,,,,,
82,HourOfDay7dWDistrVect11,WPO,,,,,,,
83,HourOfDay7dWDistrVect12,WPO,,,,,,,
84,HourOfDay7dWDistrVect13,WPO,,,,,,,
85,HourOfDay7dWDistrVect14,WPO,,,,,,,
86,HourOfDay7dWDistrVect15,WPO,,,,,,,
87,HourOfDay7dWDistrVect16,WPO,,,,,,,
88,HourOfDay7dWDistrVect17,WPO,,,,,,,
89,HourOfDay7dWDistrVect18,WPO,,,,,,,
90,HourOfDay7dWDistrVect19,WPO,,,,,,,
91,HourOfDay7dWDistrVect20,WPO,,,,,,,
92,HourOfDay7dWDistrVect21,WPO,,,,,,,
93,HourOfDay7dWDistrVect22,WPO,,,,,,,
94,HourOfDay7dWDistrVect23,WPO,,,,,,,
95,DayOfWeek7dWDistrCount,WPO,,,,,,,
96,DayOfWeek7dWDistrStdev,WPO,,,,,,,
97,DayOfWeek7dWDistrEntropy,WPO,,,,,,,
98,DayOfWeek7dWDistrVect0,WPO,,,,,,,
99,DayOfWeek7dWDistrVect1,WPO,,,,,,,
100,DayOfWeek7dWDistrVect2,WPO,,,,,,,
101,DayOfWeek7dWDistrVect3,WPO,,,,,,,
102,DayOfWeek7dWDistrVect4,WPO,,,,,,,
103,DayOfWeek7dWDistrVect5,WPO,,,,,,,
104,DayOfWeek7dWDistrVect6,WPO,,,,,,,
105,EngagementValue30dWStatCount,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
106,EngagementValue30dWStatSum,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
107,EngagementValue30dWStatStdev,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
108,EngagementValue30dWStatAvg,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
109,EngagementValue30dWStatMin,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
110,EngagementValue30dWStatMax,WPO,wpo_feature_agg_only,_agg_only_,double,,active,WPOFeatureLoadAPI.view,
111,CorePageView30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
112,CorePageView30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
113,CorePageView30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
114,CorePageView30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
115,CorePageView30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
116,CorePageView30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
117,PageView30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
118,PageView30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
119,PageView30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
120,PageView30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
121,PageView30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
122,PageView30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
123,OnsiteNavClick30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
124,OnsiteNavClick30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
125,OnsiteNavClick30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
126,OnsiteNavClick30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
127,OnsiteNavClick30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
128,OnsiteNavClick30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
129,OffsiteNavClick30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
130,OffsiteNavClick30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
131,OffsiteNavClick30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
132,OffsiteNavClick30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
133,OffsiteNavClick30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
134,OffsiteNavClick30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
135,OtherNavClick30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
136,OtherNavClick30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
137,OtherNavClick30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
138,OtherNavClick30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
139,OtherNavClick30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
140,OtherNavClick30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
141,NonNavClick30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
142,NonNavClick30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
143,NonNavClick30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
144,NonNavClick30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
145,NonNavClick30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
146,NonNavClick30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
147,Scroll30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
148,Scroll30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
149,Scroll30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
150,Scroll30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
151,Scroll30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
152,Scroll30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
153,Search30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
154,Search30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
155,Search30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
156,Search30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
157,Search30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
158,Search30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
159,Share30dWStatCount,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
160,Share30dWStatSum,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
161,Share30dWStatStdev,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
162,Share30dWStatAvg,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
163,Share30dWStatMin,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
164,Share30dWStatMax,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
165,Submit30dWStatCount,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
166,Submit30dWStatSum,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
167,Submit30dWStatStdev,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
168,Submit30dWStatAvg,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
169,Submit30dWStatMin,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
170,Submit30dWStatMax,WPO,wpo_other,_core_metrics_,double,,active,WPOFeatureLoadAPI.view,
171,HourOfDay30dWDistrCount,WPO,,,,,,,
172,HourOfDay30dWDistrStdev,WPO,,,,,,,
173,HourOfDay30dWDistrEntropy,WPO,,,,,,,
174,HourOfDay30dWDistrVect0,WPO,,,,,,,
175,HourOfDay30dWDistrVect1,WPO,,,,,,,
176,HourOfDay30dWDistrVect2,WPO,,,,,,,
177,HourOfDay30dWDistrVect3,WPO,,,,,,,
178,HourOfDay30dWDistrVect4,WPO,,,,,,,
179,HourOfDay30dWDistrVect5,WPO,,,,,,,
180,HourOfDay30dWDistrVect6,WPO,,,,,,,
181,HourOfDay30dWDistrVect7,WPO,,,,,,,
182,HourOfDay30dWDistrVect8,WPO,,,,,,,
183,HourOfDay30dWDistrVect9,WPO,,,,,,,
184,HourOfDay30dWDistrVect10,WPO,,,,,,,
185,HourOfDay30dWDistrVect11,WPO,,,,,,,
186,HourOfDay30dWDistrVect12,WPO,,,,,,,
187,HourOfDay30dWDistrVect13,WPO,,,,,,,
188,HourOfDay30dWDistrVect14,WPO,,,,,,,
189,HourOfDay30dWDistrVect15,WPO,,,,,,,
190,HourOfDay30dWDistrVect16,WPO,,,,,,,
191,HourOfDay30dWDistrVect17,WPO,,,,,,,
192,HourOfDay30dWDistrVect18,WPO,,,,,,,
193,HourOfDay30dWDistrVect19,WPO,,,,,,,
194,HourOfDay30dWDistrVect20,WPO,,,,,,,
195,HourOfDay30dWDistrVect21,WPO,,,,,,,
196,HourOfDay30dWDistrVect22,WPO,,,,,,,
197,HourOfDay30dWDistrVect23,WPO,,,,,,,
198,DayOfWeek30dWDistrCount,WPO,,,,,,,
199,DayOfWeek30dWDistrStdev,WPO,,,,,,,
200,DayOfWeek30dWDistrEntropy,WPO,,,,,,,
201,DayOfWeek30dWDistrVect0,WPO,,,,,,,
202,DayOfWeek30dWDistrVect1,WPO,,,,,,,
203,DayOfWeek30dWDistrVect2,WPO,,,,,,,
204,DayOfWeek30dWDistrVect3,WPO,,,,,,,
205,DayOfWeek30dWDistrVect4,WPO,,,,,,,
206,DayOfWeek30dWDistrVect5,WPO,,,,,,,
207,DayOfWeek30dWDistrVect6,WPO,,,,,,,
208,IPNavClicks7dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
209,IPNavClicks7dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
210,IPNavClicks7dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
211,IPNavClicks7dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
212,IPNavClicks7dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
213,IPNavClicks7dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
214,IPNonnavClicks7dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
215,IPNonnavClicks7dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
216,IPNonnavClicks7dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
217,IPNonnavClicks7dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
218,IPNonnavClicks7dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
219,IPNonnavClicks7dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
220,IPOnsiteClicks7dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
221,IPOnsiteClicks7dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
222,IPOnsiteClicks7dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
223,IPOnsiteClicks7dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
224,IPOnsiteClicks7dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
225,IPOnsiteClicks7dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
226,IPOffsiteClicks7dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
227,IPOffsiteClicks7dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
228,IPOffsiteClicks7dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
229,IPOffsiteClicks7dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
230,IPOffsiteClicks7dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
231,IPOffsiteClicks7dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
232,edgeWeatherCardClicks7dWStatCount,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
233,edgeWeatherCardClicks7dWStatSum,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
234,edgeWeatherCardClicks7dWStatStdev,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
235,edgeWeatherCardClicks7dWStatAvg,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
236,edgeWeatherCardClicks7dWStatMin,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
237,edgeWeatherCardClicks7dWStatMax,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
238,edgeTopsiteClicks7dWStatCount,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
239,edgeTopsiteClicks7dWStatSum,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
240,edgeTopsiteClicks7dWStatStdev,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
241,edgeTopsiteClicks7dWStatAvg,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
242,edgeTopsiteClicks7dWStatMin,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
243,edgeTopsiteClicks7dWStatMax,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
244,IPNavClicks30dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
245,IPNavClicks30dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
246,IPNavClicks30dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
247,IPNavClicks30dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
248,IPNavClicks30dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
249,IPNavClicks30dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
250,IPNonnavClicks30dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
251,IPNonnavClicks30dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
252,IPNonnavClicks30dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
253,IPNonnavClicks30dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
254,IPNonnavClicks30dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
255,IPNonnavClicks30dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
256,IPOnsiteClicks30dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
257,IPOnsiteClicks30dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
258,IPOnsiteClicks30dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
259,IPOnsiteClicks30dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
260,IPOnsiteClicks30dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
261,IPOnsiteClicks30dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
262,IPOffsiteClicks30dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
263,IPOffsiteClicks30dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
264,IPOffsiteClicks30dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
265,IPOffsiteClicks30dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
266,IPOffsiteClicks30dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
267,IPOffsiteClicks30dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
268,edgeWeatherCardClicks30dWStatCount,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
269,edgeWeatherCardClicks30dWStatSum,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
270,edgeWeatherCardClicks30dWStatStdev,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
271,edgeWeatherCardClicks30dWStatAvg,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
272,edgeWeatherCardClicks30dWStatMin,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
273,edgeWeatherCardClicks30dWStatMax,WPO,wpo_other,__other__,double,,active,WPOFeatureLoadAPI.view,
274,edgeTopsiteClicks30dWStatCount,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
275,edgeTopsiteClicks30dWStatSum,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
276,edgeTopsiteClicks30dWStatStdev,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
277,edgeTopsiteClicks30dWStatAvg,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
278,edgeTopsiteClicks30dWStatMin,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
279,edgeTopsiteClicks30dWStatMax,WPO,wpo_other,__top_sites__,double,,active,WPOFeatureLoadAPI.view,
281,ShoppingScore,WPO,,,,,,,
282,TotalClicks7dWStatCount,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
283,TotalClicks7dWStatSum,WPO,wpo_other,__core_metrics__,double,,active,WPOFeatureLoadAPI.view,
