featureId,featurename,project,category,sub_category,data_type,description,status,source,owner
1012,NBClickCount_Finance_StockChangeAtMarketClose30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1013,NBClickCount_Finance_StockChangeAtMarketClose30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1014,NBImprCount_SportsTeam_GameEnded30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1015,NBImprCount_SportsTeam_GameEnded30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1016,NBImprCount_SportsTeam_GameEnded30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1017,NBImprCount_SportsTeam_GameEnded30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1018,NBImprCount_SportsTeam_GameEnded30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1019,NBImprCount_SportsTeam_GameEnded30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1020,NBClickCount_SportsTeam_GameEnded30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1021,NBClickCount_SportsTeam_GameEnded30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1022,NBClickCount_SportsTeam_GameEnded30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1023,NBClickCount_SportsTeam_GameEnded30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1024,NBClickCount_SportsTeam_GameEnded30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1025,NBClickCount_SportsTeam_GameEnded30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1026,NBImprCount_Community_SocialAchievements30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1027,NBImprCount_Community_SocialAchievements30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1028,NBImprCount_Community_SocialAchievements30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1029,NBImprCount_Community_SocialAchievements30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1030,NBImprCount_Community_SocialAchievements30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1031,NBImprCount_Community_SocialAchievements30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1032,NBClickCount_Community_SocialAchievements30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1033,NBClickCount_Community_SocialAchievements30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1034,NBClickCount_Community_SocialAchievements30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1035,NBClickCount_Community_SocialAchievements30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1036,NBClickCount_Community_SocialAchievements30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1037,NBClickCount_Community_SocialAchievements30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1038,NBImprCount_Community_SocialAlerts30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1039,NBImprCount_Community_SocialAlerts30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1040,NBImprCount_Community_SocialAlerts30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1041,NBImprCount_Community_SocialAlerts30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1042,NBImprCount_Community_SocialAlerts30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1043,NBImprCount_Community_SocialAlerts30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1044,NBClickCount_Community_SocialAlerts30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1045,NBClickCount_Community_SocialAlerts30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1046,NBClickCount_Community_SocialAlerts30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1047,NBClickCount_Community_SocialAlerts30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1048,NBClickCount_Community_SocialAlerts30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1049,NBClickCount_Community_SocialAlerts30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1050,NBImprCount_Community_SocialReactions30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1051,NBImprCount_Community_SocialReactions30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1052,NBImprCount_Community_SocialReactions30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1053,NBImprCount_Community_SocialReactions30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1054,NBImprCount_Community_SocialReactions30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1055,NBImprCount_Community_SocialReactions30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1056,NBClickCount_Community_SocialReactions30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1057,NBClickCount_Community_SocialReactions30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1058,NBClickCount_Community_SocialReactions30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1059,NBClickCount_Community_SocialReactions30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1060,NBClickCount_Community_SocialReactions30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1061,NBClickCount_Community_SocialReactions30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1062,NBImprCount_Community_SocialReplies30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1063,NBImprCount_Community_SocialReplies30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1064,NBImprCount_Community_SocialReplies30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1065,NBImprCount_Community_SocialReplies30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1066,NBImprCount_Community_SocialReplies30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1067,NBImprCount_Community_SocialReplies30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1068,NBClickCount_Community_SocialReplies30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1069,NBClickCount_Community_SocialReplies30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1070,NBClickCount_Community_SocialReplies30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1071,NBClickCount_Community_SocialReplies30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1072,NBClickCount_Community_SocialReplies30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1073,NBClickCount_Community_SocialReplies30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1074,NBImprCount_Community_SocialFollowers30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1075,NBImprCount_Community_SocialFollowers30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1076,NBImprCount_Community_SocialFollowers30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1077,NBImprCount_Community_SocialFollowers30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1078,NBImprCount_Community_SocialFollowers30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1079,NBImprCount_Community_SocialFollowers30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1080,NBClickCount_Community_SocialFollowers30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1081,NBClickCount_Community_SocialFollowers30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1082,NBClickCount_Community_SocialFollowers30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1083,NBClickCount_Community_SocialFollowers30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1084,NBClickCount_Community_SocialFollowers30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1085,NBClickCount_Community_SocialFollowers30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1086,NBImprCount_Shopping_DealOfTheDay30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1087,NBImprCount_Shopping_DealOfTheDay30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1088,NBImprCount_Shopping_DealOfTheDay30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1089,NBImprCount_Shopping_DealOfTheDay30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1090,NBImprCount_Shopping_DealOfTheDay30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1091,NBImprCount_Shopping_DealOfTheDay30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1092,NBClickCount_Shopping_DealOfTheDay30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1093,NBClickCount_Shopping_DealOfTheDay30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1094,NBClickCount_Shopping_DealOfTheDay30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1095,NBClickCount_Shopping_DealOfTheDay30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1096,NBClickCount_Shopping_DealOfTheDay30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1097,NBClickCount_Shopping_DealOfTheDay30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1098,NBImprCount_Wallet_PersonalizedOffer30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1099,NBImprCount_Wallet_PersonalizedOffer30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1100,NBImprCount_Wallet_PersonalizedOffer30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1101,NBImprCount_Wallet_PersonalizedOffer30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1102,NBImprCount_Wallet_PersonalizedOffer30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1103,NBImprCount_Wallet_PersonalizedOffer30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1104,NBClickCount_Wallet_PersonalizedOffer30dWStatCount,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1105,NBClickCount_Wallet_PersonalizedOffer30dWStatSum,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1106,NBClickCount_Wallet_PersonalizedOffer30dWStatStdev,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1107,NBClickCount_Wallet_PersonalizedOffer30dWStatAvg,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1108,NBClickCount_Wallet_PersonalizedOffer30dWStatMin,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1109,NBClickCount_Wallet_PersonalizedOffer30dWStatMax,WPO,wpo_nb,_nb_,double,,active,WPOFeatureLoadAPI.view,
1110,TopStoriesCardNavClicks30dWStatCount,WPO,wpo_sdcard,TopStoriesCard,double,,active,WPOFeatureLoadAPI.view,
1111,TopStoriesCardNavClicks30dWStatSum,WPO,wpo_sdcard,TopStoriesCard,double,,active,WPOFeatureLoadAPI.view,
1112,TopStoriesCardNavClicks30dWStatStdev,WPO,wpo_sdcard,TopStoriesCard,double,,active,WPOFeatureLoadAPI.view,
1113,TopStoriesCardNavClicks30dWStatAvg,WPO,wpo_sdcard,TopStoriesCard,double,,active,WPOFeatureLoadAPI.view,
1114,TopStoriesCardNavClicks30dWStatMin,WPO,wpo_sdcard,TopStoriesCard,double,,active,WPOFeatureLoadAPI.view,
1115,TopStoriesCardNavClicks30dWStatMax,WPO,wpo_sdcard,TopStoriesCard,double,,active,WPOFeatureLoadAPI.view,
1116,InfopaneNavClicks_row1_col230dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1117,InfopaneNavClicks_row1_col230dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1118,InfopaneNavClicks_row1_col230dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1119,InfopaneNavClicks_row1_col230dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1120,InfopaneNavClicks_row1_col230dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1121,InfopaneNavClicks_row1_col230dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1122,InfopaneNonNavClicks_row1_col230dWStatCount,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1123,InfopaneNonNavClicks_row1_col230dWStatSum,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1124,InfopaneNonNavClicks_row1_col230dWStatStdev,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1125,InfopaneNonNavClicks_row1_col230dWStatAvg,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1126,InfopaneNonNavClicks_row1_col230dWStatMin,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1127,InfopaneNonNavClicks_row1_col230dWStatMax,WPO,wpo_other,__Infopane__,double,,active,WPOFeatureLoadAPI.view,
1128,RiverNavClicks_row130dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1129,RiverNavClicks_row130dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1130,RiverNavClicks_row130dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1131,RiverNavClicks_row130dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1132,RiverNavClicks_row130dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1133,RiverNavClicks_row130dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1134,RiverNavClicks_row230dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1135,RiverNavClicks_row230dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1136,RiverNavClicks_row230dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1137,RiverNavClicks_row230dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1138,RiverNavClicks_row230dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1139,RiverNavClicks_row230dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1140,RiverNavClicks_row330dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1141,RiverNavClicks_row330dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1142,RiverNavClicks_row330dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1143,RiverNavClicks_row330dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1144,RiverNavClicks_row330dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1145,RiverNavClicks_row330dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1146,RiverNavClicks_row430dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1147,RiverNavClicks_row430dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1148,RiverNavClicks_row430dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1149,RiverNavClicks_row430dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1150,RiverNavClicks_row430dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1151,RiverNavClicks_row430dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1152,RiverNavClicks_row530dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1153,RiverNavClicks_row530dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1154,RiverNavClicks_row530dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1155,RiverNavClicks_row530dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1156,RiverNavClicks_row530dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1157,RiverNavClicks_row530dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1158,LocalNewsCrslNavClicks7dWStatCount,WPO,wpo_carousel,LocalNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1159,LocalNewsCrslNavClicks7dWStatMax,WPO,wpo_carousel,LocalNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1160,LocalNewsCrslNavClicks7dWStatMin,WPO,wpo_carousel,LocalNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1161,LocalNewsCrslNavClicks7dWStatSum,WPO,wpo_carousel,LocalNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1162,LocalNewsCrslNonNavClicks7dWStatStdev,WPO,wpo_carousel,LocalNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1163,WebNewsCrslNavClicks30dWStatAvg,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1164,WebNewsCrslNavClicks30dWStatCount,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1165,WebNewsCrslNavClicks30dWStatMax,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1166,WebNewsCrslNavClicks30dWStatMin,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1167,WebNewsCrslNavClicks30dWStatStdev,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1168,WebNewsCrslNavClicks30dWStatSum,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1169,WebNewsCrslNavClicks7dWStatMax,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1170,WebNewsCrslNavClicks7dWStatStdev,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1171,WebNewsCrslNonNavClicks30dWStatAvg,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1172,WebNewsCrslNonNavClicks30dWStatCount,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1173,WebNewsCrslNonNavClicks30dWStatMax,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1174,WebNewsCrslNonNavClicks30dWStatMin,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1175,WebNewsCrslNonNavClicks30dWStatStdev,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1176,WebNewsCrslNonNavClicks30dWStatSum,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1177,WebNewsCrslNonNavClicks7dWStatMax,WPO,wpo_carousel,WebNewsCrsl,double,,active,WPOFeatureLoadAPI.view,
1178,InfoLayoutPV7dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1179,InfoLayoutPV7dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1180,InfoLayoutPV7dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1181,InfoLayoutPV7dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1182,InfoLayoutPV7dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1183,InfoLayoutPV7dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1184,InspPeekLayoutPV7dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1185,InspPeekLayoutPV7dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1186,InspPeekLayoutPV7dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1187,InspPeekLayoutPV7dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1188,InspPeekLayoutPV7dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1189,InspPeekLayoutPV7dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1190,OtherLayoutPV7dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1191,OtherLayoutPV7dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1192,OtherLayoutPV7dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1193,OtherLayoutPV7dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1194,OtherLayoutPV7dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1195,OtherLayoutPV7dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1196,RiverNonIfpNewsCardNavClicks7dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1197,RiverNonIfpNewsCardNavClicks7dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1198,RiverNonIfpNewsCardNavClicks7dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1199,RiverNonIfpNewsCardNavClicks7dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1200,RiverNonIfpNewsCardNavClicks7dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1201,RiverNonIfpNewsCardNavClicks7dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1202,RiverNonIfpNewsCardNonNavClicks7dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1203,RiverNonIfpNewsCardNonNavClicks7dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1204,RiverNonIfpNewsCardNonNavClicks7dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1205,RiverNonIfpNewsCardNonNavClicks7dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1206,RiverNonIfpNewsCardNonNavClicks7dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1207,RiverNonIfpNewsCardNonNavClicks7dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1208,TemplateNavClicks_MsftEightCardFiveColTwo7dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1209,TemplateNavClicks_MsftEightCardFiveColTwo7dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1210,TemplateNavClicks_MsftEightCardFiveColTwo7dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1211,TemplateNavClicks_MsftEightCardFiveColTwo7dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1212,TemplateNavClicks_MsftEightCardFiveColTwo7dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1213,TemplateNavClicks_MsftEightCardFiveColTwo7dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1214,TemplateNavClicks_MsftEightCardFiveColMoveInfo7dWStatCount,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1215,TemplateNavClicks_MsftEightCardFiveColMoveInfo7dWStatSum,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1216,TemplateNavClicks_MsftEightCardFiveColMoveInfo7dWStatStdev,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1217,TemplateNavClicks_MsftEightCardFiveColMoveInfo7dWStatAvg,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1218,TemplateNavClicks_MsftEightCardFiveColMoveInfo7dWStatMin,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
1219,TemplateNavClicks_MsftEightCardFiveColMoveInfo7dWStatMax,WPO,wpo_other,__layout_metrics__,double,,active,WPOFeatureLoadAPI.view,
